"...1","trainId","num_key_cars","num_hazard_shipments"
2071,41224,0,43
2080,41285,0,28
2085,41325,0,162
2086,41341,0,171
2090,41405,0,30
2099,41489,0,84
2100,41503,0,40
2128,41713,0,84
2135,41797,0,33
2148,41879,0,20
2152,41906,0,32
2155,41925,0,74
2164,42023,0,151
2169,42080,0,136
2172,42106,0,32
2181,42251,0,80
2190,42294,8,44
2195,42394,1,81
2197,42416,0,47
2202,42457,0,20
2203,42460,0,27
2204,42461,0,27
2213,42565,0,49
2219,42611,0,46
2232,42753,0,36
2235,42769,0,45
2239,42783,0,24
2243,42815,0,20
2245,42827,2,144
2246,42859,0,95
2248,42877,0,71
2266,42972,2,26
2273,43038,0,141
2278,43070,0,23
2288,43200,3,42
2298,43287,0,86
2303,43306,1,25
2305,43341,0,60
2311,43405,0,43
2312,43417,0,37
2314,43435,0,43
2315,43445,0,52
2317,43469,0,54
2326,43550,0,39
2330,43589,0,46
2340,43701,0,51
2343,43809,0,143
2344,43835,0,70
2346,43843,0,21
2348,43859,0,56
2353,43886,0,21
2356,43896,0,21
2360,43928,0,38
2361,43931,0,107
2366,43973,4,35
2377,44088,0,55
2382,44208,0,27
2383,44209,0,47
2384,44237,0,49
2385,44247,0,28
2392,44282,0,94
2393,44290,0,28
2396,44302,0,52
2401,44312,0,36
2406,44410,0,37
2407,44421,0,32
2408,44423,0,29
2409,44424,0,32
2410,44429,0,24
2411,44430,0,28
2413,44469,0,44
2415,44489,0,45
2416,44491,0,39
2418,44544,0,38
2422,44591,0,38
2429,44620,0,102
2435,44655,0,85
2436,44657,0,62
2440,44687,0,24
2446,44751,0,68
2452,44831,0,53
2453,44867,5,23
2457,44903,0,33
2465,44966,0,47
2478,45090,0,63
2480,45137,0,58
2481,45140,0,50
2486,45227,0,42
2488,45320,0,48
2496,45414,0,82
2497,45424,4,116
2499,45429,1,58
2505,45463,0,95
2515,45555,0,61
2519,45610,0,28
2520,45629,0,58
2552,45818,0,66
2556,45834,0,54
2559,45892,0,51
2561,45912,0,47
2562,45915,0,32
2563,45922,0,25
2566,45953,0,63
2576,45980,2,170
2577,45991,0,70
2583,46058,0,47
2602,46247,0,56
2609,46300,0,35
2615,46334,0,24
2618,46401,0,68
2621,46407,0,42
2622,46424,0,108
2626,46459,0,95
2627,46465,0,26
2631,46565,0,66
2638,46638,4,125
2641,46651,0,95
2642,46657,0,60
2645,46662,3,22
2651,46728,0,54
2652,46745,0,51
2654,46816,0,74
2657,46831,0,51
2659,46858,1,62
2660,46895,0,48
2661,46910,0,166
2681,47092,0,37
2682,47093,0,107
2687,47202,0,71
2695,47299,0,110
2709,47387,0,63
2713,47411,0,40
2719,47486,0,54
2725,47547,0,48
2736,47635,0,68
2747,47692,0,31
2749,47706,0,39
2750,47714,0,114
2755,47826,0,40
2757,47858,0,56
2788,48194,1,85
2789,48195,0,108
2790,48240,1,69
2791,48241,0,21
2794,48264,0,30
2795,48311,0,21
2798,48355,0,37
2799,48358,0,38
2803,48431,0,38
2809,48466,0,73
2815,48499,0,22
2818,48535,0,94
2822,48583,0,45
2842,48723,0,27
2846,48750,0,71
2847,48758,0,85
2870,48899,0,23
2871,48915,0,34
2872,48933,0,54
2878,48984,0,21
2881,49029,0,65
2882,49039,0,34
2899,49249,0,50
2901,49263,1,124
2903,49268,0,65
2905,49274,0,38
2913,49389,0,65
2915,49394,0,64
2924,49470,0,86
2932,49587,0,48
2934,49599,0,37
2936,49616,0,36
2939,49663,0,21
2945,49714,0,21
2953,49736,0,20
2964,49838,0,107
2968,49866,0,20
2977,49954,0,23
2978,49959,0,23
2980,49975,0,69
2984,49993,0,73
2997,50069,0,46
3001,50138,0,33
3002,50156,0,24
3009,50194,0,61
3016,50230,2,81
3021,50273,0,23
3025,50305,0,79
3026,50307,0,87
3030,50357,2,62
3036,50438,0,73
3038,50454,0,25
3043,50534,0,23
3049,50573,0,26
3050,50591,0,30
3057,50658,0,75
3059,50695,0,55
3065,50727,0,70
3069,50765,0,26
3070,50767,0,28
3072,50779,0,33
3080,50862,0,53
3091,50969,0,69
3102,51154,0,65
3103,51155,0,24
3107,51212,0,83
3108,51220,4,46
3110,51240,0,34
3118,51341,0,59
3132,51545,0,23
3140,51654,2,30
3164,51844,0,49
3165,51875,0,55
3166,51908,0,29
3169,51930,0,77
3171,51942,3,53
3173,51951,0,34
3192,52094,3,74
3193,52116,0,42
3195,52126,0,43
3202,52224,1,70
3217,52319,0,45
3226,52375,0,51
3227,52381,0,160
3231,52413,0,20
3240,52480,0,76
3241,52482,0,54
3243,52515,0,49
3245,52526,0,36
3256,52598,0,126
3273,52678,0,113
3285,52778,0,57
3296,52871,1,28
3298,52885,0,50
3306,52926,0,58
3307,52927,0,58
3311,52962,0,53
3316,52979,1,52
3320,52996,0,35
3328,53078,0,31
3340,53144,0,44
3345,53175,0,21
3351,53229,0,22
3352,53230,0,25
3355,53239,0,27
3356,53252,0,58
3358,53306,0,97
3365,53323,0,21
3374,53382,0,22
3375,53400,0,78
3389,53499,1,73
3391,53511,0,31
3394,53543,0,49
3395,53555,3,161
3404,53621,0,21
3410,53664,1,39
3413,53704,1,21
3415,53733,0,23
3416,53735,0,26
3417,53744,0,93
3418,53765,0,41
3419,53769,0,50
3421,53790,0,37
3427,53861,0,38
3428,53891,0,63
3433,53910,0,64
3446,54018,0,78
3452,54102,0,62
3461,54158,0,29
3466,54205,0,55
3469,54212,0,32
3471,54217,0,20
3477,54247,0,61
3478,54248,0,52
3484,54276,0,40
3485,54285,0,40
3489,54342,0,22
3497,54403,0,80
3504,54433,0,77
3507,54470,0,20
3512,54501,0,27
3516,54528,0,50
3521,54549,17,20
3522,54550,0,46
3540,54663,0,62
3547,54700,7,41
3551,54720,5,6
3555,54741,0,70
3561,54776,0,22
3567,54819,0,99
3568,54838,0,47
3573,54882,0,52
3578,54909,0,83
3582,54953,0,28
3590,54987,0,66
3591,54990,0,38
3593,55014,0,110
3594,55020,0,27
3601,55106,0,132
3616,55240,2,21
3617,55242,1,48
3618,55274,0,30
3625,55327,0,91
3628,55347,1,25
3630,55362,0,45
3631,55381,0,48
3634,55422,0,27
3646,55606,0,33
3649,55671,0,50
3653,55715,0,100
3654,55738,0,94
3658,55780,0,35
3660,55793,0,30
3664,55834,0,43
3671,55883,1,24
3673,55888,0,83
3679,55917,0,20
3683,55934,0,26
3685,55949,0,28
3686,55950,0,26
3692,56017,0,46
3695,56035,0,23
3700,56081,0,39
3708,56113,0,86
3710,56115,0,27
3725,56170,0,44
3727,56180,0,30
3729,56194,0,54
3730,56208,0,26
3737,56257,0,39
3744,56330,2,28
3759,56400,0,32
3770,56458,1,23
3772,56488,0,30
3777,56521,0,55
3778,56524,0,34
3785,56561,0,88
3794,56676,0,47
3802,56725,0,36
3805,56737,1,21
3812,56789,0,22
3813,56790,0,20
3814,56798,0,23
3819,56839,0,68
3822,56853,0,23
3831,56943,0,26
3833,56949,0,20
3835,56965,0,21
3837,56975,0,35
3838,56983,0,56
3850,57095,3,89
3853,57144,2,42
3855,57175,1,38
3856,57182,0,40
3860,57213,0,38
3864,57267,0,66
3870,57311,0,59
3879,57356,0,23
3887,57418,0,22
3888,57426,0,34
3897,57467,0,49
3901,57505,0,24
3908,57547,0,50
3917,57581,0,76
3920,57600,0,29
3922,57611,0,25
3931,57681,0,42
3932,57687,0,66
3936,57717,0,71
3937,57734,1,37
3942,57771,0,20
3946,57811,0,49
3950,57830,0,84
3958,57909,0,32
3976,58074,0,37
3979,58105,0,30
3982,58125,0,24
3989,58174,0,71
3993,58212,0,94
4003,58311,0,20
4011,58333,0,53
4017,58369,0,100
4020,58393,0,57
4024,58420,0,100
4028,58463,0,80
4033,58499,0,27
4063,58678,0,36
4064,58692,0,99
4069,58738,0,41
4070,58744,0,28
4071,58745,0,24
4074,58758,0,28
4086,58801,0,35
4096,58897,0,41
4101,58927,0,38
4105,58979,0,39
4108,59000,0,46
4112,59021,0,21
4116,59051,0,27
4122,59089,0,58
4138,59188,1,28
4141,59206,0,43
4154,59303,3,46
4160,59335,0,86
4166,59366,0,86
4168,59372,0,21
4175,59415,0,71
4178,59427,0,59
4181,59456,3,23
4186,59523,0,42
4191,59566,0,53
4205,59618,0,24
4217,59685,1,39
4220,59700,0,81
4224,59737,0,75
4226,59758,0,22
4231,59790,1,26
4232,59801,0,97
4243,59890,3,40
4248,59942,4,23
4264,60059,5,28
4288,60179,1,64
4290,60192,0,36
4292,60220,0,63
4300,60273,0,21
4301,60276,0,105
4304,60289,0,124
4312,60353,0,116
4327,60505,0,59
4329,60510,0,50
4338,60560,0,33
4341,60587,0,22
4348,60641,0,44
4349,60656,0,27
4350,60658,0,64
4351,60663,0,34
4369,60795,0,82
4380,60893,0,26
4386,60972,0,96
4387,60973,0,39
4391,60995,0,21
4393,61018,0,23
4398,61059,0,107
4400,61083,3,68
4415,61176,0,23
4417,61179,0,84
4418,61195,0,69
4422,61210,0,49
4424,61214,0,34
4435,61305,0,66
4440,61334,5,5
4441,61338,0,21
4449,61369,0,51
4455,61416,0,51
4461,61467,0,46
4467,61515,0,69
4475,61554,0,34
4486,61623,0,84
4487,61638,0,23
4488,61645,0,23
4489,61656,0,34
4492,61686,0,86
4497,61763,3,22
4500,61776,0,25
4502,61779,1,38
4505,61798,0,70
4511,61854,0,98
4512,61865,0,48
4513,61866,0,80
4515,61870,0,39
4516,61873,0,25
4518,61884,2,47
4521,61925,0,80
4525,61941,0,37
4563,62173,0,60
4565,62181,0,50
4566,62193,0,53
4583,62305,0,20
4587,62329,8,12
4589,62337,0,27
4594,62386,1,32
4595,62394,0,20
4604,62472,0,103
4610,62524,0,79
4618,62580,0,87
4623,62615,0,55
4626,62638,0,49
4628,62665,0,47
4630,62685,0,30
4632,62707,0,31
4634,62720,0,66
4639,62758,0,30
4649,62875,0,111
4653,62905,0,31
4671,63012,0,70
4678,63072,0,35
4679,63074,0,43
4680,63076,0,57
4685,63131,0,44
4690,63175,0,29
4691,63184,0,31
4702,63259,0,73
4709,63321,0,99
4717,63370,0,45
4720,63408,0,81
4738,63579,0,39
4777,63815,0,22
4784,63898,0,57
4793,63925,0,29
4803,63961,0,21
4813,64013,0,74
4818,64052,0,20
4824,64080,0,45
4826,64084,0,80
4832,64103,0,101
4837,64118,0,36
4850,64174,0,20
4853,64180,0,80
4856,64189,0,59
4875,64295,0,32
4887,64375,0,22
4888,64383,0,34
4893,64407,0,31
4895,64433,0,98
4896,64436,0,31
4901,64449,0,81
4903,64453,0,23
4909,64493,0,61
4910,64509,0,24
4914,64520,0,72
4920,64545,0,34
4924,64588,0,70
4940,64704,0,23
4943,64713,0,58
4944,64718,0,27
4946,64729,0,31
4952,64781,0,39
4956,64800,0,65
4957,64802,0,41
4958,64806,1,42
4960,64816,0,42
4962,64821,0,33
4972,64858,0,40
4974,64868,0,49
4983,64888,0,29
4988,64963,0,29
4993,65020,0,51
4994,65023,0,43
4997,65030,3,51
4998,65036,0,21
5030,65227,0,70
5036,65281,0,71
5037,65287,0,59
5048,65349,0,76
5054,65372,0,55
5057,65385,0,46
5070,65457,0,38
5072,65473,0,93
5086,65570,0,61
5096,65660,0,21
5101,65676,0,23
5104,65689,0,55
5111,65712,1,23
5112,65713,0,20
5115,65742,2,24
5121,65811,0,52
5124,65816,0,20
5127,65838,0,54
5131,65861,0,68
5133,65865,0,28
5142,65914,0,41
5145,65925,0,60
5146,65942,0,58
5154,66001,0,80
5158,66014,0,62
5165,66054,0,30
5166,66061,1,40
5171,66095,1,21
5172,66102,0,29
5178,66149,0,29
5179,66151,0,116
5195,66277,0,33
5206,66328,0,76
5211,66351,1,113
5212,66354,0,42
5213,66357,0,23
5218,66397,0,54
5227,66453,0,32
5228,66456,1,35
5235,66490,0,39
5239,66523,0,91
5242,66540,0,47
5244,66554,0,47
5253,66614,0,24
5260,66673,0,77
5262,66678,0,22
5267,66698,0,53
5268,66712,0,26
5276,66764,0,35
5292,66856,0,42
5295,66885,0,67
5302,66922,0,20
5303,66923,1,21
5312,66980,0,63
5321,67040,0,128
5331,67098,0,71
5341,67143,0,31
5342,67147,5,49
5344,67169,0,137
5345,67176,0,25
5354,67223,0,40
5365,67320,0,50
5367,67329,0,60
5368,67330,0,30
5369,67332,0,22
5372,67341,1,105
5379,67367,5,5
5383,67405,1,35
5384,67409,0,52
5388,67474,0,103
5392,67506,0,32
5399,67534,0,59
5411,67600,0,51
5412,67605,0,51
5415,67614,7,21
5419,67649,0,24
5421,67671,0,74
5424,67686,0,31
5431,67716,0,62
5433,67725,0,123
5435,67732,0,28
5439,67743,0,24
5440,67744,0,58
5444,67797,0,22
5447,67802,1,49
5449,67815,0,181
5461,67895,0,32
5464,67913,0,90
5472,67970,1,21
5478,68019,0,33
5480,68028,0,28
5481,68042,0,36
5483,68061,0,21
5485,68072,0,33
5494,68136,0,31
5496,68164,0,30
5499,68176,1,82
5504,68194,0,26
5506,68199,0,66
5512,68210,0,76
5513,68247,0,26
5519,68306,0,25
5520,68309,0,33
5521,68313,0,56
5529,68342,0,26
5530,68345,0,89
5532,68361,0,69
5542,68435,0,44
5550,68463,0,44
5566,68590,0,23
5567,68597,0,40
5570,68616,0,31
5582,68670,0,51
5583,68672,0,49
5589,68707,0,20
5598,68774,0,47
5603,68822,0,39
5609,68867,0,28
5611,68882,0,40
5613,68895,0,87
5636,69040,0,90
5637,69048,0,26
5638,69059,0,61
5641,69070,0,100
5651,69126,0,23
5654,69148,0,29
5673,69222,0,28
5675,69230,0,61
5678,69240,0,76
5690,69281,0,44
5692,69306,0,47
5701,69352,0,38
5717,69421,0,27
5723,69452,0,38
5728,69478,0,33
5730,69481,0,50
5731,69482,0,51
5732,69484,0,27
5733,69491,0,77
5734,69498,3,150
5743,69529,1,30
5748,69570,0,50
5760,69630,0,20
5763,69643,0,21
5764,69648,2,29
5773,69700,0,20
5776,69713,0,37
5780,69726,0,90
5783,69731,0,79
5793,69784,2,68
5797,69814,0,47
5801,69842,0,26
5805,69861,1,53
5812,69912,0,100
5820,69940,0,63
5824,69960,0,22
5825,69978,0,38
5829,69995,1,43
5842,70057,0,24
5853,70139,2,71
5860,70161,0,21
5872,70208,0,44
5874,70227,0,79
5878,70256,0,30
5886,70300,0,21
5892,70326,0,42
5896,70353,0,51
5899,70372,0,33
5905,70396,0,66
5907,70415,0,26
5908,70418,0,26
5909,70424,0,63
5910,70425,0,24
5924,70511,0,36
5926,70519,0,54
5930,70531,0,42
5932,70535,0,48
5944,70603,0,74
5945,70606,0,24
5947,70623,0,53
5950,70637,0,33
5954,70650,2,23
5958,70674,0,21
5966,70704,0,33
5982,70793,6,15
5996,70845,6,42
6003,70880,0,59
6006,70893,0,31
6016,70942,0,51
6020,70961,0,94
6023,70973,0,28
6025,70987,0,34
6026,70994,0,61
6050,71113,0,26
6074,71231,1,28
6078,71275,0,20
6080,71287,0,48
6081,71291,0,83
6084,71314,0,97
6086,71327,1,104
6087,71351,0,20
6092,71370,0,65
6097,71412,0,80
6101,71428,0,45
6114,71491,0,42
6115,71498,0,22
6121,71510,1,62
6124,71519,0,28
6130,71551,0,51
6144,71608,0,23
6146,71616,0,85
6152,71639,0,30
6155,71653,0,33
6158,71661,1,49
6165,71683,10,10
6178,71764,0,30
6191,71811,2,80
6203,71877,0,37
6207,71902,0,44
6211,71916,0,39
6216,71936,0,65
6220,71945,5,133
6228,72004,0,27
6230,72008,2,25
6232,72014,0,39
6233,72018,0,28
6241,72082,0,75
6253,72167,0,30
6258,72191,0,59
6267,72250,0,29
6270,72274,0,82
6289,72356,0,22
6293,72372,0,70
6296,72382,3,44
6298,72394,0,24
6304,72419,0,22
6305,72430,0,32
6309,72445,3,25
6310,72450,0,20
6318,72492,0,22
6330,72532,0,63
6331,72533,0,27
6332,72535,2,27
6334,72563,0,40
6336,72568,0,28
6342,72634,0,63
6345,72650,0,51
6349,72683,0,67
6359,72714,0,84
6369,72800,0,55
6373,72833,2,78
6375,72838,0,28
6377,72858,0,33
6414,73052,0,85
6415,73054,0,57
6420,73090,1,38
6430,73130,0,58
6431,73133,0,31
6432,73141,0,29
6433,73153,0,23
6436,73160,0,62
6438,73166,0,30
6441,73185,0,25
6445,73234,0,22
6448,73263,0,111
6449,73272,0,48
6450,73276,0,85
6455,73297,0,65
6464,73340,0,150
6477,73414,0,22
6478,73417,0,53
6488,73465,0,50
6493,73535,0,27
6505,73650,1,34
6506,73663,0,22
6521,73717,0,47
6524,73728,0,56
6537,73795,0,23
6544,73855,0,46
6547,73872,0,106
6555,73939,0,99
6556,73958,0,72
6559,73973,0,20
6571,74030,0,37
6574,74055,0,56
6577,74093,1,23
6584,74122,0,27
6587,74137,0,117
6595,74192,0,26
6609,74272,0,100
6621,74352,0,63
6629,74422,0,20
6630,74429,2,58
6639,74468,1,101
6645,74524,0,43
6648,74556,0,103
6654,74584,2,32
6660,74652,0,77
6668,74688,0,37
6671,74706,0,40
6675,74732,0,23
6676,74733,2,43
6681,74788,0,39
6692,74848,0,21
6693,74852,0,84
6710,74971,0,21
6711,74973,0,32
6715,74999,0,63
6717,75006,0,24
6729,75063,0,30
6737,75104,1,75
6738,75109,0,20
6739,75111,0,22
6756,75228,0,34
6766,75291,0,113
6770,75326,0,23
6778,75362,0,52
6780,75371,0,42
6786,75429,0,28
6787,75432,0,43
6793,75456,0,61
6795,75487,0,54
6796,75495,0,46
6798,75509,1,57
6799,75512,0,35
6808,75556,1,47
6812,75573,0,30
6818,75656,0,61
6820,75679,0,43
6837,75769,0,35
6839,75772,0,33
6845,75831,0,76
6848,75847,0,21
6850,75863,1,55
6860,75905,1,29
6867,75928,0,50
6872,76001,0,22
6879,76047,0,72
6889,76134,0,42
6895,76153,0,35
6903,76229,0,38
6917,76334,0,24
6930,76440,0,43
6934,76460,0,23
6943,76524,0,25
6947,76539,0,30
6951,76588,0,21
6960,76625,0,32
6966,76654,0,54
6968,76660,0,28
6980,76727,2,38
6984,76744,0,29
6992,76783,0,41
6996,76802,2,30
7016,76944,0,47
7027,76995,0,45
7035,77055,0,24
7047,77153,1,81
7066,77242,0,49
7068,77259,1,48
7070,77275,0,53
7072,77280,0,26
7078,77313,0,26
7088,77384,0,33
7099,77450,0,35
7101,77452,2,115
7104,77472,1,25
7105,77473,0,60
7109,77541,0,80
7111,77549,0,77
7115,77572,0,54
7122,77605,0,60
7131,77650,1,24
7132,77656,3,36
7134,77681,0,36
7135,77687,0,54
7136,77688,0,29
7144,77738,0,24
7152,77799,1,54
7165,77877,0,26
7167,77890,0,22
7169,77897,0,21
7171,77908,0,25
7175,77925,3,40
7178,77948,0,25
7185,77994,0,33
7198,78082,0,30
7199,78085,0,135
7208,78128,0,42
7209,78139,0,51
7215,78185,0,33
7225,78265,0,30
7239,78340,0,66
7241,78349,0,43
7243,78355,0,47
7250,78406,1,36
7251,78409,0,24
7269,78517,0,107
7271,78546,0,36
7280,78596,6,12
7288,78650,0,62
7294,78695,0,89
7297,78721,0,129
7308,78821,0,92
7312,78846,0,24
7313,78851,0,29
7314,78862,0,23
7317,78870,0,24
7319,78887,0,21
7322,78899,0,25
7335,79003,0,49
7338,79015,0,35
7350,79069,0,64
7364,79132,0,25
7369,79153,0,52
7380,79218,0,65
7383,79256,0,22
7385,79274,0,63
7395,79372,2,70
7402,79444,0,22
7406,79477,0,133
7416,79539,0,97
7420,79551,0,101
7422,79575,0,50
7426,79620,0,57
7440,79688,1,24
7452,79727,0,52
7453,79730,2,35
7472,79897,0,21
7488,79956,0,36
7493,79985,0,89
7495,79994,0,21
7498,80008,0,62
7501,80034,0,62
7503,80042,0,59
7505,80046,0,57
7510,80081,0,30
7516,80140,0,27
7523,80174,0,22
7528,80222,0,86
7535,80286,0,38
7541,80363,0,22
7555,80435,0,27
7572,80559,1,48
7583,80600,2,66
7585,80603,0,47
7592,80637,0,68
7595,80651,0,57
7599,80667,0,30
7611,80783,0,86
7620,80821,0,35
7624,80836,0,42
7625,80837,0,39
7628,80845,0,41
7631,80865,0,54
7637,80896,0,21
7641,80904,0,124
7644,80924,0,101
7652,80968,0,54
7656,80985,0,56
7657,80994,0,40
7665,81028,0,22
7670,81050,0,51
7674,81073,0,22
7683,81113,0,28
7684,81114,0,55
7685,81115,0,56
7692,81187,0,53
7719,81397,2,39
7720,81400,0,68
7726,81438,0,90
7731,81464,0,73
7733,81483,0,130
7740,81522,0,88
7743,81532,0,25
7746,81549,0,34
7749,81570,3,27
7750,81576,0,24
7756,81619,0,80
7757,81627,0,80
7775,81691,0,49
7784,81731,0,44
7795,81816,0,72
7799,81848,0,23
7800,81851,0,57
7811,81916,0,30
7822,82022,0,28
7828,82068,0,68
7831,82088,0,53
7836,82111,0,81
7837,82114,0,22
7843,82170,0,43
7845,82185,0,40
7847,82201,0,77
7849,82204,0,44
7851,82208,0,22
7855,82244,0,40
7857,82247,0,56
7863,82272,0,20
7864,82283,0,40
7868,82306,0,22
7871,82318,0,49
7874,82364,0,77
7881,82420,0,20
7885,82452,0,71
7888,82456,0,111
7891,82480,0,89
7899,82562,0,33
7906,82620,1,36
7909,82625,0,68
7910,82629,0,51
7915,82678,0,57
7918,82717,0,38
