"sightingId","trainId","sensorId","detectionTimeUTC","detectionTimeSensorLocal","detectionEndUTC","detectionEndSensorLocal","direction","speedMph","trainType","trainOperator","warnings","issues","lastModified","estGallonageCapacity","estCubicFeetCapacity","estloadLimitTons","estTareWeightTons","estGrossWeightTons","estLengthFeet"
481141,280375,85,"2023-01-26T14:23:55.346Z","2023-01-26T07:23:55.346-07:00[America/Edmonton]",NA,NA,"Eastbound",52.7744960535186,"Manifest","CN","[]","[]","2023-01-26T16:38:21.597Z",2529170.81690141,144600,10810.7476222334,4903.23505605163,15713.982678285,7311.91079812206
481424,280984,85,"2023-01-26T06:38:04.723Z","2023-01-25T23:38:04.723-07:00[America/Edmonton]",NA,NA,"Eastbound",61.7277271590575,"Petroleum Unit","CN","[]","[]","2023-02-01T04:27:10.949Z",5390048.88888889,42528.75,15185.2617333228,8299.55960129411,23484.8213346169,11373.4907407407
482501,282812,93,"2023-01-27T05:40:03.845Z","2023-01-27T00:40:03.845-05:00[America/Toronto]",NA,NA,"Westbound",52.28291683532,"Intermodal","CPRS","[]","[]","2023-11-13T14:01:17.908Z",930968.5,38270,10704.5907440586,4248.92786021459,14953.5186042732,10271.1184210526
482589,279860,7,"2023-01-27T14:13:09.225Z","2023-01-27T06:13:09.225-08:00[America/Vancouver]",NA,NA,"Southbound",50.0610853851694,"Manifest","CN","[]","[]","2023-01-28T10:00:15.499Z",1158083.89473684,561852.758064516,15173.7304639644,5342.18376319807,20515.9142271625,9605.72092529712
482752,282947,136,"2023-01-27T16:10:06.522Z","2023-01-27T11:10:06.522-05:00[America/Toronto]",NA,NA,"Eastbound",64.3730882814948,"Manifest","CN","[]","[]","2023-01-28T01:48:31.795Z",620202,186430,8145.97602059117,4082.86674940613,12228.8427699973,7350.43333333333
483457,282985,79,"2023-01-27T17:20:13.930Z","2023-01-27T12:20:13.93-05:00[America/Toronto]",NA,NA,"Westbound",52.8972759254668,"Manifest","CN","[]","[]","2023-01-29T02:06:41.928Z",970066.909090909,493988.6,13247.1858520107,4594.37629919927,17841.56215121,7895.32424242424
483639,282752,47,"2023-01-28T00:26:24.343Z","2023-01-27T17:26:24.343-07:00[America/Edmonton]",NA,NA,"Eastbound",55.4365086456303,"Manifest","CN","[]","[]","2023-01-30T23:17:02.925Z",30250,313415.976190476,8409.96334864233,2630.66733827851,11040.6306869208,5573.15079365079
483653,282752,85,"2023-01-28T00:29:26.552Z","2023-01-27T17:29:26.552-07:00[America/Edmonton]",NA,NA,"Eastbound",65.421418962609,"Manifest","CN","[]","[]","2023-01-30T23:17:02.995Z",30250,390716.273529412,13811.8328632833,3838.21630830298,17650.0491715863,7355.31380718954
483986,282524,47,"2023-01-28T06:14:19.525Z","2023-01-27T23:14:19.525-07:00[America/Edmonton]",NA,NA,"Eastbound",55.806059304586,"Petroleum Unit","CN","[]","[]","2023-01-28T13:23:45.387Z",5384835.27272727,6460,15804.2543969592,7639.17430651761,23443.4287034768,11131.2909090909
484002,282644,136,"2023-01-28T08:04:54.325Z","2023-01-28T03:04:54.325-05:00[America/Toronto]",NA,NA,"Eastbound",61.8004507710069,"Manifest","CN","[]","[]","2023-01-28T11:49:13.309Z",2519437.31147541,338839.883333333,17694.1568479739,6335.97923161973,24030.1360795936,10595.716404827
484024,282524,85,"2023-01-28T06:17:23.533Z","2023-01-27T23:17:23.533-07:00[America/Edmonton]",NA,NA,"Eastbound",57.6496744560739,"Petroleum Unit","CN","[{""code"": ""W_MULTIPLE_PASSING_TRAINS"", ""description"": ""DEPRECATED, switch to the 'issues' field.""}]","[""Partial sighting""]","2023-01-28T13:23:45.521Z",5195910.11881188,12920,15331.4078524772,7523.190716996,22854.5985694732,10736.7376237624
484084,281245,85,"2023-01-28T11:45:29.713Z","2023-01-28T04:45:29.713-07:00[America/Edmonton]",NA,NA,"Eastbound",59.0341844689637,"Petroleum Unit","CN","[]","[]","2023-01-28T15:39:02.959Z",2513525,25840,7050.86950046773,3955.6183669463,11006.487867414,5401.52272727273
484189,281245,47,"2023-01-28T11:42:26.185Z","2023-01-28T04:42:26.185-07:00[America/Edmonton]",NA,NA,"Eastbound",57.1768021388292,"Petroleum Unit","CN","[]","[]","2023-01-28T15:39:02.898Z",2648365.04054054,3230,6540.88873584443,3990.59965516733,10531.4883910118,5366.86261261261
484595,282002,93,"2023-01-28T06:53:45.241Z","2023-01-28T01:53:45.241-05:00[America/Toronto]",NA,NA,"Eastbound",50.7909659206307,"Intermodal","CPRS","[]","[]","2023-11-13T14:01:34.051Z",270962.666666667,9700,15782.6129056634,5440.07279122013,21222.6856968835,15578.898989899
484635,282505,85,"2023-01-28T17:36:32.293Z","2023-01-28T10:36:32.293-07:00[America/Edmonton]",NA,NA,"Eastbound",52.6368842900617,"Manifest","CN","[]","[]","2023-11-13T14:01:34.845Z",800070.387096774,401128.580645161,12134.8668079199,3859.40588397862,15994.2726918986,7163.01680107527
484688,282505,47,"2023-01-28T17:33:19.634Z","2023-01-28T10:33:19.634-07:00[America/Edmonton]",NA,NA,"Eastbound",55.0308696695028,"Manifest","CN","[]","[]","2023-01-28T22:31:56.671Z",638288,398174.19047619,11182.2564236622,3645.20580327371,14827.4622269359,6643.6867063492
485445,281132,85,"2023-01-29T06:24:25.346Z","2023-01-28T23:24:25.346-07:00[America/Edmonton]",NA,NA,"Eastbound",51.5773183405233,"Grain Unit","CN","[]","[]","2023-01-29T11:52:28.646Z",155060,653223.097560976,14313.836050952,3945.82674802797,18259.66279898,7223.34044715447
485703,283730,47,"2023-01-29T10:11:18.679Z","2023-01-29T03:11:18.679-07:00[America/Edmonton]",NA,NA,"Eastbound",51.7039793232163,"Petroleum Unit","CN","[]","[]","2023-01-29T13:23:38.077Z",4823304.97247706,24433.3333333333,13345.0458400517,7056.2344236615,20401.2802637132,10104.5705912334
485995,282564,93,"2023-01-29T15:27:23.207Z","2023-01-29T10:27:23.207-05:00[America/Toronto]",NA,NA,"Westbound",50.8433496441645,"Manifest","CPRS","[]","[]","2023-01-31T06:35:19.508Z",1445591.02702703,255523.833333333,10700.6350514062,4467.26579639909,15167.9008478053,7530.03340840841
486232,284706,71,"2023-01-29T18:08:36.859Z","2023-01-29T14:08:36.859-04:00[America/Halifax]",NA,NA,"Westbound",50.3044591779246,"Manifest","CN","[]","[]","2023-01-30T20:42:26.521Z",1913784.25531915,159523.457142857,13143.7930245616,6570.97460531142,19714.767629873,11545.206174204
486270,282913,47,"2023-01-29T19:02:41.983Z","2023-01-29T12:02:41.983-07:00[America/Edmonton]",NA,NA,"Eastbound",54.5459728726947,"Petroleum Unit","CN","[]","[]","2023-01-29T20:09:03.780Z",3190174.12087912,NA,7760.604082754,4731.8821466259,12492.4862293799,6548.21978021978
486319,282913,85,"2023-01-29T19:05:36.171Z","2023-01-29T12:05:36.171-07:00[America/Edmonton]",NA,NA,"Eastbound",59.2662487355686,"Petroleum Unit","CN","[{""code"": ""W_MULTIPLE_PASSING_TRAINS"", ""description"": ""DEPRECATED, switch to the 'issues' field.""}]","[""Partial sighting""]","2023-01-29T20:09:03.856Z",3390044.58510638,NA,8276.08130270645,5017.76042630822,13293.8417290147,6945.20921985815
486414,283147,47,"2023-01-29T21:23:30.428Z","2023-01-29T14:23:30.428-07:00[America/Edmonton]",NA,NA,"Eastbound",54.5467735003871,"Petroleum Unit","CN","[]","[]","2023-01-29T21:45:36.454Z",2570034,NA,6168.84320000882,3825.1457834951,9993.98898350392,5294.91666666667
486418,283147,85,"2023-01-29T21:26:39.303Z","2023-01-29T14:26:39.303-07:00[America/Edmonton]",NA,NA,"Eastbound",59.3065987710605,"Petroleum Unit","CN","[]","[]","2023-01-29T21:45:36.504Z",2570034,NA,6168.84320000882,3825.1457834951,9993.98898350392,5294.91666666667
487331,275946,136,"2023-01-30T12:12:54.024Z","2023-01-30T07:12:54.024-05:00[America/Toronto]",NA,NA,"Eastbound",68.3111845742928,"Grain Unit","CN","[]","[]","2023-02-14T00:25:57.395Z",NA,460783.636363636,10060.8639097869,2762.07650078389,12822.9404105708,5387.18181818182
487867,285523,71,"2023-01-30T19:16:39.095Z","2023-01-30T15:16:39.095-04:00[America/Halifax]",NA,NA,"Westbound",50.3411995541944,"Manifest","CN","[]","[]","2023-01-31T20:42:59.913Z",1347660.06060606,25750,4842.98254030909,2527.33509287555,7370.31763318464,3831.64393939394
488164,284524,93,"2023-01-30T23:19:44.283Z","2023-01-30T18:19:44.283-05:00[America/Toronto]",NA,NA,"Westbound",51.1583592561156,"Manifest","CPRS","[]","[]","2023-11-13T14:01:55.536Z",1544663.67741935,102781.666666667,10417.0974638943,4451.2780130703,14868.3754769645,8949.36412094476
488410,285685,136,"2023-01-31T02:56:50.145Z","2023-01-30T21:56:50.145-05:00[America/Toronto]",NA,NA,"Westbound",53.9380446371746,"Manifest","CN","[]","[]","2023-02-05T21:24:14.211Z",991404.35483871,269642.892857143,9682.90741397053,3310.61858568775,12993.5259996583,5656.6275921659
488445,285817,132,"2023-01-31T03:24:24.741Z","2023-01-30T21:24:24.741-06:00[America/Regina]",NA,NA,"Westbound",51.7402125581991,"Intermodal","CPRS","[]","[]","2023-02-02T20:26:41.922Z",NA,NA,9457.13701117984,3357.68540134649,12814.8224125263,10296.9925213675
489381,286283,71,"2023-01-31T18:11:33.788Z","2023-01-31T14:11:33.788-04:00[America/Halifax]",NA,NA,"Westbound",52.2777522647394,"Manifest","CN","[]","[]","2023-02-05T04:30:30.291Z",1034825.82608696,130434.5,5000.94992217445,2326.54200064174,7327.49192281618,3736.78442028985
489715,284959,47,"2023-01-31T22:54:14.769Z","2023-01-31T15:54:14.769-07:00[America/Edmonton]",NA,NA,"Eastbound",56.6467118377597,"Petroleum Unit","CN","[]","[]","2023-01-31T23:51:58.025Z",3615338.24752475,NA,8712.80970269417,5357.67478723897,14070.4844899331,7371.39356435643
489764,284959,85,"2023-01-31T22:57:01.330Z","2023-01-31T15:57:01.33-07:00[America/Edmonton]",NA,NA,"Eastbound",59.9864504090015,"Petroleum Unit","CN","[{""code"": ""W_MULTIPLE_PASSING_TRAINS"", ""description"": ""DEPRECATED, switch to the 'issues' field.""}]","[""Partial sighting""]","2023-01-31T23:51:58.103Z",4033127.33944954,NA,9789.40205305928,5990.58055247321,15779.9826055325,8215.69113149846
489879,285193,93,"2023-02-01T00:50:49.906Z","2023-01-31T19:50:49.906-05:00[America/Toronto]",NA,NA,"Westbound",51.817166346098,"Intermodal","CPRS","[]","[]","2023-02-02T01:42:48.951Z",490933.333333333,70400.5,11599.8205467095,4067.19551668072,15667.0160633902,10444.8541666667
490200,284741,47,"2023-02-01T06:03:33.328Z","2023-01-31T23:03:33.328-07:00[America/Edmonton]",NA,NA,"Eastbound",55.4815403465671,"Grain Unit","CN","[]","[]","2023-02-05T23:21:06.270Z",20530,525531.45,10976.0379009794,3026.44666391089,14002.4845648903,5959.64166666666
490220,284741,85,"2023-02-01T06:06:38.114Z","2023-01-31T23:06:38.114-07:00[America/Edmonton]",NA,NA,"Eastbound",61.7797587871731,"Grain Unit","CN","[]","[]","2023-02-05T23:21:06.345Z",NA,526301.791666667,10867.5581594468,3003.42655039735,13870.9847098442,5792.83101851851
490848,287028,93,"2023-02-01T16:26:23.925Z","2023-02-01T11:26:23.925-05:00[America/Toronto]",NA,NA,"Westbound",50.4023872554516,"Manifest","CPRS","[]","[]","2023-02-06T06:26:21.205Z",1551500.57142857,188588.477777778,7797.29061130056,3629.03965045893,11426.3302617595,5653.7917989418
490893,285077,94,"2023-02-01T17:01:26.480Z","2023-02-01T12:01:26.48-05:00[America/Toronto]",NA,NA,"Eastbound",50.6902456731938,"Manifest","CN","[]","[]","2023-02-03T07:27:27.719Z",1651878.40909091,178848.523809524,9843.99939414952,5539.57210434024,15383.5714984898,9334.17691798942
491568,283564,93,"2023-02-02T00:58:31.307Z","2023-02-01T19:58:31.307-05:00[America/Toronto]",NA,NA,"Eastbound",52.526525949638,"Manifest","CPRS","[]","[]","2023-02-06T21:03:29.636Z",925130,182771.431372549,7984.10599109315,3941.03322308558,11925.1392141787,6400.92681175034
492193,285616,53,"2023-02-02T11:18:35.388Z","2023-02-02T05:18:35.388-06:00[America/Winnipeg]",NA,NA,"Westbound",51.2797898545927,"Manifest","CN","[]","[]","2023-02-04T00:12:16.806Z",1278323.87096774,166218.333333333,6701.62406433087,2911.29275858838,9612.91682291925,4829.03270609319
492231,282243,93,"2023-02-02T11:38:10.494Z","2023-02-02T06:38:10.494-05:00[America/Toronto]",NA,NA,"Westbound",52.1232270143841,"Manifest","CPRS","[]","[]","2023-02-02T12:06:02.697Z",955382.857142857,172746.5,7035.95652989349,3182.16077797961,10218.1173078731,5003.19642857143
492556,287478,94,"2023-02-02T15:55:09.255Z","2023-02-02T10:55:09.255-05:00[America/Toronto]",NA,NA,"Eastbound",50.2807295452508,"Manifest","CN","[]","[]","2023-02-02T16:19:42.315Z",1365192,173470,8223.00760234498,4158.39958281203,12381.407185157,6842.86111111111
492766,286700,47,"2023-02-02T18:54:12.246Z","2023-02-02T11:54:12.246-07:00[America/Edmonton]",NA,NA,"Eastbound",55.1684485325222,"Grain Unit","CN","[]","[]","2023-02-09T10:44:49.906Z",NA,615662.039215686,13038.8405290877,3522.98435186545,16561.8248809531,6740.70588235294
492790,286700,85,"2023-02-02T18:57:23.488Z","2023-02-02T11:57:23.488-07:00[America/Edmonton]",NA,NA,"Eastbound",54.9748010163524,"Grain Unit","CN","[]","[]","2023-02-09T10:44:49.981Z",NA,619344.049382716,13054.2103015426,3517.30229567424,16571.5125972168,6707.97119341564
492873,288077,71,"2023-02-02T19:53:46.758Z","2023-02-02T15:53:46.758-04:00[America/Halifax]",NA,NA,"Westbound",50.1742763729825,"Manifest","CN","[]","[]","2023-02-03T20:46:43.763Z",837085.826086956,202355,9025.88199510451,4408.27319626219,13434.1551913667,8127.94913446055
493486,288377,136,"2023-02-03T05:08:32.319Z","2023-02-03T00:08:32.319-05:00[America/Toronto]",NA,NA,"Westbound",53.8491316754351,"Manifest","CN","[]","[]","2023-02-05T02:43:07.514Z",1218781.5,290340.448275862,11687.3399494148,4413.84944490469,16101.1893943195,7136.62356321839
493714,286855,85,"2023-02-03T08:42:43.644Z","2023-02-03T01:42:43.644-07:00[America/Edmonton]",NA,NA,"Eastbound",52.2204837708733,"Manifest","CN","[]","[]","2023-02-08T09:14:31.619Z",906194.032258065,389620.576923077,12263.128169549,4070.94414778429,16334.0723173333,7952.78153432589
494516,288873,71,"2023-02-03T20:12:29.243Z","2023-02-03T16:12:29.243-04:00[America/Halifax]",NA,NA,"Westbound",50.156338021452,"Manifest","CN","[]","[]","2023-03-04T02:05:50.155Z",1306282.28947368,127387.333333333,7054.68608318252,3075.11766289183,10129.8037460743,5097.74561403509
494797,287437,85,"2023-02-03T23:48:00.869Z","2023-02-03T16:48:00.869-07:00[America/Edmonton]",NA,NA,"Eastbound",59.4448222836912,"Manifest","CN","[]","[]","2023-02-04T00:40:57.667Z",3399471.03225806,269915.23255814,13024.5320044897,6559.56268679333,19584.0946912831,9938.61402850712
494806,287437,47,"2023-02-03T23:44:54.075Z","2023-02-03T16:44:54.075-07:00[America/Edmonton]",NA,NA,"Eastbound",55.0082910532811,"Manifest","CN","[]","[]","2023-02-04T00:40:57.546Z",3162964.22222222,279494.85,12554.3878278117,6252.34144130102,18806.7292691127,9561.91851851852
495214,288461,47,"2023-02-04T06:07:24.910Z","2023-02-03T23:07:24.91-07:00[America/Edmonton]",NA,NA,"Eastbound",53.2623760542887,"Petroleum Unit","CN","[]","[]","2023-02-04T07:00:10.430Z",4919219.57142857,6241,13768.1819660221,7013.76655435378,20781.9485203758,10042.4357142857
495239,288461,85,"2023-02-04T06:10:43.627Z","2023-02-03T23:10:43.627-07:00[America/Edmonton]",NA,NA,"Eastbound",51.9895809552254,"Petroleum Unit","CN","[]","[]","2023-02-04T07:00:10.564Z",4851690.4,22391,14211.624334353,7041.16723843538,21252.7915727883,10119.835
495780,289475,93,"2023-02-04T15:40:59.893Z","2023-02-04T10:40:59.893-05:00[America/Toronto]",NA,NA,"Westbound",50.0943273054934,"Manifest","CPRS","[]","[]","2023-02-06T16:19:27.972Z",869711.16,168690.153846154,6330.31886816606,2457.20067601308,8787.51954417914,4105.86435897436
495833,287540,47,"2023-02-04T16:45:47.542Z","2023-02-04T09:45:47.542-07:00[America/Edmonton]",NA,NA,"Eastbound",55.6546745286683,"Petroleum Unit","CN","[]","[]","2023-02-04T17:16:11.033Z",3108914.38095238,NA,7486.82031861512,4611.16634562647,12097.9866642416,6347.51587301587
495850,287540,85,"2023-02-04T16:48:57.392Z","2023-02-04T09:48:57.392-07:00[America/Edmonton]",NA,NA,"Eastbound",56.3935440443166,"Petroleum Unit","CN","[]","[]","2023-02-04T17:16:11.110Z",3108595.75903614,NA,7488.34837200818,4609.6382922334,12097.9866642416,6349.43473895582
496014,288441,8,"2023-02-04T19:25:56.694Z","2023-02-04T11:25:56.694-08:00[America/Vancouver]",NA,NA,"Westbound",52.9728402937,"Manifest","CN","[]","[]","2023-02-05T04:21:53.475Z",374019.692307692,297653.56969697,9937.55094548315,3276.31910409116,13213.8700495743,6496.91021756022
496345,287347,93,"2023-02-04T23:53:21.763Z","2023-02-04T18:53:21.763-05:00[America/Toronto]",NA,NA,"Eastbound",50.3632403593467,"Intermodal","CPRS","[]","[""Partial sighting""]","2023-02-05T19:30:27.429Z",530638,35092.75,9606.38643457246,3711.77626560656,13318.162700179,9616.36408730159
496873,285126,81,"2023-02-05T08:42:26.315Z","2023-02-05T01:42:26.315-07:00[America/Edmonton]",NA,NA,"Eastbound",50.9137836774303,"Manifest","CPRS","[]","[]","2023-02-06T19:11:41.823Z",3083370.44927536,227723,14577.0578445746,5507.37001611531,20084.4278606899,8658.01328502416
497232,288499,94,"2023-02-05T15:21:35.840Z","2023-02-05T10:21:35.84-05:00[America/Toronto]",NA,NA,"Eastbound",51.03337410356,"Manifest","CN","[]","[]","2023-02-05T15:47:36.313Z",1760506.8,192697.666666667,8458.37512067427,4411.06069318949,12869.4358138638,6718.28981481482
497443,290236,71,"2023-02-05T18:24:47.556Z","2023-02-05T14:24:47.556-04:00[America/Halifax]",NA,NA,"Westbound",50.3227241092254,"Manifest","CN","[]","[]","2023-02-10T04:31:44.596Z",1389559.5,112212.333333333,7892.35463349445,3912.24068748932,11804.5953209838,6866.94305555555
498203,289985,47,"2023-02-06T06:58:27.392Z","2023-02-05T23:58:27.392-07:00[America/Edmonton]",NA,NA,"Eastbound",53.366274573682,"Petroleum Unit","CN","[]","[]","2023-02-06T07:40:47.461Z",5383310.79831933,12091,14329.8690779599,7945.06855297829,22274.9376309382,11118.9285714286
498226,289985,85,"2023-02-06T07:01:40.817Z","2023-02-06T00:01:40.817-07:00[America/Edmonton]",NA,NA,"Eastbound",57.7544276222814,"Petroleum Unit","CN","[]","[]","2023-02-06T07:40:47.598Z",5377097.85245902,21781,14868.3967251388,7992.67643547681,22861.0731606156,11102.9508196721
498896,289370,47,"2023-02-06T16:56:37.924Z","2023-02-06T09:56:37.924-07:00[America/Edmonton]",NA,NA,"Eastbound",56.7744200553658,"Petroleum Unit","CN","[]","[]","2023-02-06T17:26:06.868Z",2702482,NA,6467.64287063829,4052.34553305004,10519.9884036883,5568.25
498907,289370,85,"2023-02-06T16:59:38.989Z","2023-02-06T09:59:38.989-07:00[America/Edmonton]",NA,NA,"Eastbound",61.3998288564001,"Petroleum Unit","CN","[]","[]","2023-02-06T17:26:06.927Z",2837606.1,NA,6791.02501417021,4254.96280970254,11045.9878238727,5839.34583333333
498996,289813,8,"2023-02-06T17:28:54.919Z","2023-02-06T09:28:54.919-08:00[America/Vancouver]",NA,NA,"Westbound",52.6074322786426,"Manifest","CPRS","[]","[]","2023-02-08T12:56:15.493Z",1613200.14545455,476413.810631229,15614.1369305993,5736.214527097,21350.3514576963,9542.66372948756
499471,289234,47,"2023-02-06T23:35:32.027Z","2023-02-06T16:35:32.027-07:00[America/Edmonton]",NA,NA,"Eastbound",53.9712931196523,"Manifest","CN","[]","[]","2023-02-07T00:24:06.932Z",51139,55324,3793.00296178367,1422.26271793673,5215.26567972039,3272.67857142857
499507,289234,85,"2023-02-06T23:38:41.750Z","2023-02-06T16:38:41.75-07:00[America/Edmonton]",NA,NA,"Eastbound",61.7721189346062,"Manifest","CN","[{""code"": ""W_MULTIPLE_PASSING_TRAINS"", ""description"": ""DEPRECATED, switch to the 'issues' field.""}]","[""Partial sighting""]","2023-02-07T00:24:06.968Z",76708.5,68592.3333333333,4497.70778721983,1680.41089276059,6178.11867998042,3611.72140522876
500051,290430,8,"2023-02-07T08:36:53.194Z","2023-02-07T00:36:53.194-08:00[America/Vancouver]",NA,NA,"Westbound",50.2553900968603,"Petroleum Unit","CN","[]","[]","2023-02-08T12:33:30.048Z",2759927.84883721,72304,9771.89853064252,4606.54492214929,14378.4434527918,6734.11886304909
500071,290290,47,"2023-02-07T08:48:56.744Z","2023-02-07T01:48:56.744-07:00[America/Edmonton]",NA,NA,"Eastbound",55.3346008954836,"Petroleum Unit","CN","[]","[]","2023-02-07T10:04:30.632Z",5587773.33333333,16934.6666666667,15973.2344758419,8047.28071271754,24020.5151885595,11616.3125
500091,290414,81,"2023-02-07T09:04:50.655Z","2023-02-07T02:04:50.655-07:00[America/Edmonton]",NA,NA,"Eastbound",50.9651839966568,"Intermodal","CPRS","[]","[]","2023-02-14T11:04:06.359Z",NA,NA,6779.93969900873,3470.91313825578,10250.8528372645,8702.72197420635
500114,290290,85,"2023-02-07T08:52:00.942Z","2023-02-07T01:52:00.942-07:00[America/Edmonton]",NA,NA,"Eastbound",60.7178552685509,"Petroleum Unit","CN","[{""code"": ""W_MULTIPLE_PASSING_TRAINS"", ""description"": ""DEPRECATED, switch to the 'issues' field.""}]","[""Partial sighting""]","2023-02-07T10:04:30.753Z",5770292.09836066,19913.75,16843.3381956777,8393.68316557335,25237.0213612511,12158.1308060109
500468,285377,53,"2023-02-07T14:32:58.048Z","2023-02-07T08:32:58.048-06:00[America/Winnipeg]",NA,NA,"Eastbound",50.0074593769713,"Grain Unit","CN","[]","[]","2023-02-10T01:30:25.868Z",NA,658557.901639344,14349.6235264971,3930.22517586152,18279.8487023586,7658.65573770492
500585,289825,61,"2023-02-07T15:36:42.543Z","2023-02-07T09:36:42.543-06:00[America/Regina]",NA,NA,"Westbound",50.0474054627336,"Intermodal","CPRS","[]","[]","2023-11-13T14:03:34.752Z",240978.857142857,72984.75,6575.52582896012,2309.77380357591,8885.29963253603,5657.27460548173
501499,289825,81,"2023-02-08T04:47:40.439Z","2023-02-07T21:47:40.439-07:00[America/Edmonton]",NA,NA,"Westbound",51.2973587862453,"Intermodal","CPRS","[]","[]","2023-02-08T05:26:14.474Z",242997,80400,6409.25102011073,2291.95853737591,8701.20955748663,5619.2390070922
501586,289760,81,"2023-02-08T06:08:10.372Z","2023-02-07T23:08:10.372-07:00[America/Edmonton]",NA,NA,"Eastbound",50.431222013231,"Manifest","CPRS","[]","[]","2023-02-09T16:24:03.856Z",1527763.65,216808.03250774,12285.1144481644,4113.00277010839,16398.1172182728,7102.96579162367
501653,286700,7,"2023-02-08T07:27:14.400Z","2023-02-07T23:27:14.4-08:00[America/Vancouver]",NA,NA,"Southbound",51.0759965035469,"Grain Unit","CN","[]","[]","2023-02-09T10:44:50.485Z",NA,587358.933333333,12379.0196877888,3334.09632478491,15713.1160125737,6366.46666666666
501847,290538,47,"2023-02-08T11:30:52.178Z","2023-02-08T04:30:52.178-07:00[America/Edmonton]",NA,NA,"Eastbound",56.0413102282626,"Manifest","CN","[]","[]","2023-02-08T11:45:20.521Z",3289105.94444444,246121.811688312,13608.4045339216,6598.66788854548,20207.072422467,10058.8160774411
502123,292547,93,"2023-02-08T15:02:01.536Z","2023-02-08T10:02:01.536-05:00[America/Toronto]",NA,NA,"Westbound",50.1325494307676,"Manifest","CPRS","[]","[]","2023-02-15T02:57:15.255Z",1283233.875,312921.333333333,11255.1593194909,4739.61233499126,15994.7716544822,7650.98139880952
502883,292982,93,"2023-02-09T01:48:17.192Z","2023-02-08T20:48:17.192-05:00[America/Toronto]",NA,NA,"Westbound",50.1312352639182,"Intermodal","CPRS","[]","[]","2023-02-11T12:22:14.797Z",1105627.28571429,43722.6666666667,11764.9156028185,4793.58043026348,16558.4960330819,11720.2688492063
503169,290738,47,"2023-02-09T07:14:45.220Z","2023-02-09T00:14:45.22-07:00[America/Edmonton]",NA,NA,"Eastbound",55.5576076564067,"Petroleum Unit","CN","[]","[]","2023-02-09T08:07:09.254Z",5252695.80851064,38353,14860.5553388866,7907.27771988144,22767.833058768,11185.430998818
503201,290738,85,"2023-02-09T07:17:47.503Z","2023-02-09T00:17:47.503-07:00[America/Edmonton]",NA,NA,"Eastbound",59.7913742988732,"Petroleum Unit","CN","[]","[]","2023-02-09T08:07:09.370Z",5259412.496,55029,16122.3892614268,8065.82007561472,24188.2093370415,11379.1935
503314,286798,8,"2023-02-09T09:50:41.053Z","2023-02-09T01:50:41.053-08:00[America/Vancouver]",NA,NA,"Westbound",52.2829964740891,"Manifest","CPRS","[]","[]","2023-02-09T10:17:01.130Z",1264500.81818182,190951.3,8824.4220909136,3412.45987476745,12236.8819656811,5883.62083333333
503678,292089,132,"2023-02-09T15:01:14.409Z","2023-02-09T09:01:14.409-06:00[America/Regina]",NA,NA,"Eastbound",53.5261955379295,"Intermodal","CPRS","[]","[]","2023-02-13T15:34:26.539Z",NA,NA,12064.3751628304,4507.85976088204,16572.2349237125,12350.422122204
503731,291420,85,"2023-02-09T15:41:42.367Z","2023-02-09T08:41:42.367-07:00[America/Edmonton]",NA,NA,"Eastbound",51.3094221145094,"Petroleum Unit","CN","[]","[]","2023-02-09T16:21:45.617Z",3072064.86363636,NA,7355.2737103738,4611.21309882168,11966.4868091955,6310.21022727273
503900,291756,93,"2023-02-09T17:56:25.883Z","2023-02-09T12:56:25.883-05:00[America/Toronto]",NA,NA,"Eastbound",50.8801271476263,"Intermodal","CPRS","[]","[]","2023-11-13T14:04:04.258Z",1026568.53333333,73841.3333333333,12461.5479301502,4799.93325064164,17261.4811807919,11577.0277777778
503926,291440,8,"2023-02-09T18:36:24.203Z","2023-02-09T10:36:24.203-08:00[America/Vancouver]",NA,NA,"Westbound",50.9985704486995,"Manifest","CN","[]","[]","2023-02-11T17:29:22.908Z",1518554.20754717,296305.755555556,11561.1320778259,4272.55235530289,15833.6844331288,7058.93050314465
504176,293080,93,"2023-02-09T21:39:51.126Z","2023-02-09T16:39:51.126-05:00[America/Toronto]",NA,NA,"Westbound",50.6549465264086,"Intermodal","CPRS","[]","[]","2023-11-13T14:04:05.735Z",236961.666666667,87939,11780.6622579346,4473.05641075872,16253.7186686933,12162.912804878
504177,285377,79,"2023-02-09T22:03:04.455Z","2023-02-09T17:03:04.455-05:00[America/Toronto]",NA,NA,"Eastbound",54.9657733543243,"Grain Unit","CN","[]","[]","2023-11-13T14:04:02.758Z",NA,492125.094339623,10627.0826252597,2916.67603019542,13543.7586554551,5668.26886792453
504187,285377,136,"2023-02-09T21:54:35.809Z","2023-02-09T16:54:35.809-05:00[America/Toronto]",NA,NA,"Eastbound",62.8984756851846,"Grain Unit","CN","[]","[]","2023-02-10T01:30:26Z",NA,532638.327868853,11481.5324257338,3169.77929279883,14651.3117185327,6147.91256830601
504724,292225,8,"2023-02-10T05:37:18.005Z","2023-02-09T21:37:18.005-08:00[America/Vancouver]",NA,NA,"Westbound",52.2102781041256,"Petroleum Unit","CN","[]","[]","2023-02-10T06:02:28.774Z",3652922.75,NA,9988.16171720012,5137.1284281897,15125.2901453898,7441.25378787879
